fdc_id	name	Protein	Lipids	Saturated Fats	Monounsaturated Fats	Polyunsaturated	Carbohydrates	Total Sugars	Dietary Fiber	Water	Calcium	Iron	Magnesium	Phosphorus	Potassium	Sodium	Zinc	Copper	Iodine	Manganese	Selenium	Vitamin A	Vitamin E	Vitamin D	Vitamin C	Thiamin	Riboflavin	Niacin	Pantothenic acid	Vitamin B-6	Folate, total	Vitamin B-12	Choline	Vitamin K	Tryptophan	Threonine	Isoleucine	Leucine	Lysine	Methionine	Phenylalanine	Valine	Histidine
321358	Hummus, commercial	7.35	17.1	2.22	6.37	7.48	14.9	0.34	5.4	58.7	41	2.41	71.1	166	289	438	1.38	0.348	0	1.06	16.2	1	1.74	0	0	0.15	0.115	0.948	0.318	0.143	36	0	46.6	17.2	0	0	0	0	0	0	0	0	0
321359	Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D	3.35	1.9	1.11	0.4	0.058	4.91	4.89	0	89.1	126	0	12	103	159	39	0.43	0.001	39.6	0.001	1.8	83	0.03	1.1	0	0.059	0.137	0.112	0.39	0.061	2	0.55	18.2	0	0.042	0.162	0.173	0.335	0.293	0.089	0.163	0.213	0.099
321360	Tomatoes, grape, raw	0.83	0.63	0	0	0	5.51	0	2.1	92.5	11	0.33	11.9	28	260	6	0.2	0.058	0	0.121	0	0	0.98	0	27.2	0.075	0.065	0.805	0	0.06	10	0	9.8	4.2	0	0	0	0	0	0	0	0	0
321611	Beans, snap, green, canned, regular pack, drained solids	1.04	0.39	0	0	0	4.11	1.29	0	93.6	36	0.78	12.7	23	97	282	0.19	0.041	0	0.176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
321900	Broccoli, raw	2.57	0.34	0.039	0.011	0.017	6.29	1.4	2.4	90	46	0.69	21	67	303	36	0.42	0.059	0	0.197	1.6	8	0.15	0	53.3	0.077	0.114	0.639	0.61	0.191	65	0	0	102	0.033	0.088	0.079	0.129	0.135	0.038	0.117	0.125	0.059
322228	Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D	3.38	0.95	0.568	0.21	0.032	5.19	4.96	0	89.7	126	0	12	103	159	39	0.43	0.001	36.2	0	2.1	58	0.02	1.1	0	0.057	0.14	0.113	0.368	0.06	2	0.61	17.4	0	0.045	0.158	0.174	0.342	0.308	0.092	0.168	0.21	0.099
322559	Milk, nonfat, fluid, with added vitamin A and vitamin D (fat free or skim)	3.43	0.08	0.049	0.017	0.006	4.89	5.05	0	90.8	132	0	12.5	107	167	41	0.45	0.002	35.7	0.001	2	64	0	1.1	0	0.056	0.131	0.118	0.388	0.058	2	0.58	18.2	0	0.048	0.166	0.182	0.347	0.302	0.093	0.168	0.222	0.101
322892	Milk, whole, 3.25% milkfat, with added vitamin D	3.28	3.2	1.86	0.688	0.108	4.67	4.81	0	88.1	123	0	11.9	101	150	38	0.41	0.001	37.9	0	1.9	32	0.05	1	0	0.056	0.138	0.105	0.362	0.061	0	0.54	17.8	0	0.043	0.154	0.173	0.333	0.298	0.09	0.161	0.207	0.097
323121	Frankfurter, beef, unheated	11.7	28	11.4	12.1	0.954	2.89	1.26	0	54.6	15	1.14	11.5	128	343	872	2.06	0.046	0	0.031	0	3	0.51	0	0	0.033	0.154	2.25	0.263	0.13	0	0.97	0	0	0	0	0	0	0	0	0	0	0
323294	Nuts, almonds, dry roasted, with salt added	20.4	57.8	4.56	34.2	14.5	16.2	4.17	11	2.2	273	3.17	258	456	684	256	2.8	0.87	0	2.02	0	2	19	0	0	0.079	1.57	3.1	0.237	0.075	35	0	60.8	0	0	0	0	0	0	0	0	0	0
323444	Cheese, ricotta, whole milk	7.81	11	6.97	2.56	0.389	6.86	0	0	72.9	224	0.1	19.7	162	230	105	0.56	0	0	0	5.5	127	0.27	0	0	0.043	0.327	0.168	0.673	0.099	4	0.78	0	3.7	0.115	0.395	0.365	0.785	0.655	0.17	0.27	0.325	0.175
323505	Kale, raw	2.92	1.49	0	0	0	4.42	0.8	4.1	89.6	254	1.6	32.7	55	348	53	0.39	0.053	0	0.92	0	241	0.66	0	93.4	0.113	0.347	1.18	0.37	0.147	62	0	0	390	0	0	0	0	0	0	0	0	0
323604	Egg, whole, raw, frozen, pasteurized	12.3	10.3	0	0	0	0.91	0	0	75.4	55	1.77	11.2	189	117	121	1.2	0	61.6	0	0	0	0	2.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
323697	Egg, white, raw, frozen, pasteurized	10.1	0.16	0	0	0	0.74	0	0	88.3	9	0.18	10.6	0	130	144	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
323793	Egg, white, dried	79.9	0.65	0	0	0	6.02	0	0	7.98	104	0	87.6	107	959	1250	0.43	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
324038	Sauce, salsa, ready-to-serve	1.44	0.19	0	0	0	6.74	3.81	1.8	89.3	28	0.42	15.2	32	258	656	0.2	0.065	0	0.11	0	24	1.22	0	0	0.035	0	1.12	0.202	0.176	0	0	0	4.2	0	0	0	0	0	0	0	0	0
324157	Sausage, breakfast sausage, beef, pre-cooked, unprepared	13.3	28.7	11.3	12.7	1.91	3.37	1	0	51.7	35	1.55	19.7	124	263	866	2.14	0.075	0	0.174	11.6	18	0.33	0	19.2	0.054	0.132	2.43	0.322	0.15	0	1.13	38.3	0	0.12	0.5	0.46	0.93	0.95	0.26	0.6	0.53	0.35
324317	Onion rings, breaded, par fried, frozen, prepared, heated in oven	4.52	14.4	2.15	2.87	7.58	36.3	4.5	2.4	43.4	28	1.14	20.4	75	135	374	0.59	0.081	0	0.435	5.6	0	0.57	0	1.6	0.196	0.116	1.57	0.302	0.127	31	0	10.7	0	0	0	0	0	0	0	0	0	0
324653	Pickles, cucumber, dill or kosher dill	0.48	0.43	0	0	0	1.99	1.28	1	94.7	54	0.23	7.1	16	112	808	0.11	0.026	0	0.056	0	4	0.12	0	2.1	0.047	0.057	0.109	0.2	0.034	8	0	0	16.8	0	0	0	0	0	0	0	0	0
324860	Peanut butter, smooth style, with salt	22.5	51.1	10.1	25.4	12.3	22.3	10.5	4.8	1.18	49	1.73	169	339	564	429	2.54	0.42	0	1.68	4.1	0	9.11	0	0	0.138	0.191	13.3	1.11	0.444	86	0	0	0	0	0	0	0	0	0	0	0	0
325036	Cheese, parmesan, grated	29.6	28	15.5	6.4	1.2	12.4	0.07	0	22.8	884	0.45	34.9	634	184	1750	4.33	0.04	0	0.066	35	228	0.51	0	0	0.027	0.345	0.078	0.457	0.081	6	1.35	14.1	8.8	0	0	0	0	0	0	0	0	0
325198	Cheese, pasteurized process, American, vitamin D fortified	18	30.6	18.1	7.3	1.09	5.27	2.63	0	39.6	866	0.48	25.1	540	149	1660	2.42	0.046	0	0.038	20.4	300	0.79	7.5	0	0.015	0.247	0.095	0.415	0.056	0	1.45	19.2	13.5	0	0	0	0	0	0	0	0	0
325287	Grapefruit juice, white, canned or bottled, unsweetened	0.55	0.7	0	0	0	7.59	7.72	0.2	90.9	16	0.07	9.6	17	141	1	0.04	0.032	0	0.02	0	0	0.22	0	39.4	0.062	0.02	0.253	0.28	0	12	0	0	0	0	0	0	0	0	0	0	0	0
325430	Peaches, yellow, raw	0.91	0.27	0	0	0	10.1	8.39	1.5	88.3	4	0.34	8	22	122	13	0.23	0.078	0	0.026	2.1	24	0	0	4.1	0.024	0.031	0.806	0.153	0.025	6	0	0	3	0.009	0.015	0.016	0.026	0.028	0.009	0.018	0.021	0.012
325524	Seeds, sunflower seed kernels, dry roasted, with salt added	21	56.1	5.36	33.4	13	17.1	3.14	10.3	1.5	78	5.21	358	750	689	532	6	1.83	0	2.89	80.4	1	19.6	0	0	0.473	0.507	6.96	0.84	0.76	169	0	52	2.6	0	0	0	0	0	0	0	0	0
325658	Sausage, Italian, pork, mild, cooked, pan-fried	18.2	26.2	9.15	11.6	4.96	2.15	1.46	0	50.9	12	1.29	18.6	145	310	766	2.41	0.074	0	0.033	20.2	22	0.8	0	0	0.31	0.242	5.73	0.783	0.343	0	1.06	70.4	18.8	0	0	0	0	0	0	0	0	0
325871	Bread, white, commercially prepared	9.43	3.59	0.821	0.717	1.87	49.2	5.34	2.3	35.7	211	3.36	26.9	113	117	477	0.88	0.124	0	0.632	23.2	0	0	0	0	0.507	0.24	4.76	0.548	0.092	0	0	0	0	0	0	0	0	0	0	0	0	0
325992	Sausage, turkey, breakfast links, mild, raw	16.7	10.4	2.53	3.07	3.15	0.93	0	0	69.6	32	1.17	18.9	178	310	599	2.58	0.07	0	0.035	12.5	0	0.24	0	0	0.047	0.296	5.02	0.952	0.335	0	1.2	59.6	37	0.15	0.71	0.65	1.24	1.41	0.45	0.82	0.65	0.42
326135	Cheese, swiss	27	31	18.2	7.26	1.14	1.44	0	0	37.6	890	0.13	33.4	574	71	185	4.37	0.047	0	0.027	30.1	292	0.6	0	0	0.011	0.303	0.06	0.352	0.07	9	3.02	13.8	7.7	0	0	0	0	0	0	0	0	0
326196	Kale, frozen, cooked, boiled, drained, without salt	2.94	1.21	0	0	0	5.3	1.12	0	89.8	150	0.84	25	42	144	16	0.27	0.067	0	0.542	0	146	1.61	0	17.8	0.063	0.14	0.457	0.17	0.063	65	0	0	418	0	0	0	0	0	0	0	0	0
326458	Carrots, frozen, unprepared (Includes foods for USDA's Food Distribution Program)	0.81	0.47	0	0	0.163	7.92	4.2	3.2	90.1	33	0.43	10.8	31	210	66	0.28	0.08	0	0.143	0	0	0.69	0	2.2	0.039	0.047	0.465	0.196	0.088	7	0	0	15	0.007	0.127	0.052	0.066	0.075	0.015	0.042	0.047	0.03
326698	Mustard, prepared, yellow	4.25	3.38	0.252	2.59	0.903	5.3	1.42	4.3	83.7	63	1.59	47.7	108	150	1100	0.64	0.074	0	0.42	34	4	0.35	0	0.4	0.189	0.066	0.561	0.263	0.069	7	0	0	1.5	0.01	0.183	0.16	0.32	0.29	0.083	0.177	0.207	0.13
326905	Figs, dried, uncooked	3.3	0.92	0	0	0	63.9	47.9	9.8	30	162	2.03	67.6	67	680	10	0.66	0.287	0	0.51	0.6	0	0.36	0	1.2	0.085	0.082	0.619	0.434	0.106	9	0	0	15.6	0.019	0.078	0.082	0.116	0.081	0.031	0.069	0.113	0.034
327046	Kiwifruit, green, raw	1.06	0.44	0	0	0	14	8.99	3	83.9	35	0.24	15.7	34	198	5	0.14	0.134	0	0.064	0.2	4	1.3	0	74.7	0.027	0.025	0.37	0.206	0.061	26	0	0	40.3	0.013	0.043	0.046	0.059	0.055	0.022	0.039	0.052	0.024
327198	Melons, cantaloupe, raw	0.82	0.18	0	0	0	8.16	7.88	0.8	90.2	9	0.38	13	17	157	30	0.44	0.085	0	0.046	1.7	232	0	0	10.9	0.049	0.027	0.694	0.085	0.04	14	0	0	2.7	0.002	0.014	0.017	0.024	0.024	0.01	0.019	0.027	0.012
327357	Nectarines, raw	1.06	0.28	0	0	0	9.18	7.89	1.5	89	2	0.3	8.8	26	131	13	0.21	0.082	0	0.047	0	21	0.61	0	2.9	0.034	0.027	1.12	0.185	0.025	6	0	0	2	0.005	0.008	0.008	0.013	0.015	0.005	0.01	0.012	0.008
327501	Oranges, raw, navels (Includes foods for USDA's Food Distribution Program)	0.91	0.15	0	0	0	11.8	8.57	2	86.7	43	0.33	10.7	23	166	9	0.11	0.064	0	0.029	0	0	0	0	59.1	0.068	0.051	0.425	0.261	0.079	25	0	0	0	0.008	0.016	0.014	0.025	0.032	0.007	0.051	0.022	0.011
327699	Strawberries, raw	0.64	0.22	0	0	0	7.63	5.34	1.8	91.1	12	0.28	11.8	20	89	10	0.18	0.119	0	0.28	0.4	1	0	0	36.3	0.025	0.016	0.386	0.122	0.035	8	0	0	2.1	0	0	0	0	0	0	0	0	0
327923	Lettuce, cos or romaine, raw	1.24	0.26	0	0	0	3.24	1.19	1.8	94.7	35	0.95	13.7	30	253	0	0.25	0.048	0	0.127	0.4	436	0.14	0	4.6	0.079	0.072	0.323	0.145	0.078	50	0	0	102	0.011	0.044	0.045	0.076	0.064	0.014	0.066	0.055	0.021
328637	Cheese, cheddar	23.3	34	19.2	7.44	1.18	2.44	0.33	0	36.6	707	0.16	26.8	458	77	654	3.67	0.033	0	0.026	28.3	316	0.75	0	0	0.029	0.441	0.052	0.413	0.069	21	1.06	0	11.7	0	0	0	0	0	0	0	0	0
328841	Cheese, cottage, lowfat, 2% milkfat	11	2.3	1.26	0.469	0.072	4.31	4.1	0	81.1	103	0.13	8.9	148	120	321	0.61	0.03	0	0.015	14.6	69	0.08	0	0	0.02	0.234	0.09	0.508	0.057	10	0.42	0	0	0	0	0	0	0	0	0	0	0
329370	Cheese, mozzarella, low moisture, part-skim	23.7	20.4	11.7	4.65	0.744	4.44	1.81	0	47.7	693	0.2	27.2	533	116	699	3.62	0.035	0	0.035	26.7	203	0.51	0	0	0.023	0.36	0.101	0.415	0.09	26	1.65	13.5	6.7	0	0	0	0	0	0	0	0	0
329490	Egg, whole, dried	48.1	39.8	0	0	0	1.87	0	0	4.07	220	6.97	44.6	770	468	485	5.02	0	274	0	0	0	0	9.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
329596	Egg, yolk, raw, frozen, pasteurized	15.6	25.1	0	0	0	0.59	0	0	56.1	119	4.13	11.2	443	102	66	2.93	0	177	0.068	0	0	0	5.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
329716	Egg, yolk, dried	34.2	55.5	0	0	0	1.07	0	0	3.64	270	9.28	26	982	231	149	7.11	0	349	0	0	0	0	15.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
329830	Cheese, dry white, queso seco	24.5	24.3	13.7	5.7	1.06	2.07	0.43	0	42.2	661	0.18	26.7	475	116	1810	3.28	0.027	0	0.018	22.4	226	0.49	1.8	0	0.038	0.23	0.083	0.398	0.091	0	1.7	18.4	7.5	0.31	0.95	1.16	2.29	1.96	0.535	1.17	1.48	0.675
330137	Yogurt, Greek, plain, nonfat	10.3	0.37	0.108	0.043	0.011	3.64	3.27	0	85	111	0.07	10.7	136	141	36	0.53	0.017	0	0.009	9.9	1	0.01	0	0	0.022	0.281	0.211	0.332	0.064	0	0.7	15.1	0	0.133	0.41	0.527	1.03	0.833	0.293	0.513	0.667	0.293
330415	Yogurt, Greek, strawberry, nonfat	8.06	0.15	0.103	0.029	0.021	12.2	11.5	0.6	79	97	0.09	10.4	113	133	32	0.46	0.02	0	0.034	9.8	0	0	1	0.2	0	0.25	0.208	0.363	0.05	20	0.45	0	0	0	0	0	0	0	0	0	0	0
330458	Oil, coconut	0	99.1	82.5	6.31	1.7	0.84	0	0	0.03	1	0.05	0	0	0	0	0.02	0	0	0	0	0	0.11	0	0	0	0	0	0	0	0	0	0	0.6	0	0	0	0	0	0	0	0	0
330869	Turkey, ground, 93% lean, 7% fat, pan-broiled crumbles	27.1	11.6	2.97	3.78	3.49	0	0	0	61.1	31	1.56	29.1	259	304	90	3.77	0.166	0	0.01	28.4	30	0.18	0	0	0.088	0.262	8.09	1.4	0.497	0	1.9	78.7	0	0	0	0	0	0	0	0	0	0
331897	Chicken, broilers or fryers, drumstick, meat only, cooked, braised	23.9	5.95	1.6	2.35	1.24	0	0	0	69.9	12	0.94	22.4	184	239	117	2.54	0.063	0	0.018	27.9	7	0.17	0.1	0	0.088	0.18	5.05	1.1	0.372	0	0.41	0	0	0	0	0	0	0	0	0	0	0
331960	Chicken, broiler or fryers, breast, skinless, boneless, meat only, cooked, braised	32.1	3.24	1.01	1.26	0.766	0	0	0	65.3	6	0.49	32	241	343	47	0.96	0.044	0	0.012	31.9	0	0.33	0	0	0.098	0.187	9.45	1.58	0.921	0	0.2	0	0	0	0	0	0	0	0	0	0	0
332282	Sauce, pasta, spaghetti/marinara, ready-to-serve	1.41	1.48	0.17	0.376	0.504	8.05	5.5	1.8	87.4	27	0.78	18.5	34	319	419	0.2	0.081	0	0.137	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
332397	Ham, sliced, pre-packaged, deli meat (96%fat free, water added)	16.7	3.73	1.12	1.47	0.544	0.27	0	0	75.7	5	0.58	18.8	261	425	1040	1.52	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
332597	Pears, raw, bartlett (Includes foods for USDA's Food Distribution Program)	0.38	0.16	0	0	0	15.1	9.69	3.1	84.1	8	0.17	5.7	10	87	7	0.07	0.07	0	0.032	0.2	1	0	0	4.4	0.012	0.026	0.164	0.042	0.026	6	0	0	3.8	0.002	0.013	0.014	0.023	0.021	0.002	0.013	0.019	0.002
332791	Olives, green, Manzanilla, stuffed with pimiento	1.15	12.9	2.3	8.86	0.661	4.96	0	4	76.7	121	0.31	12.4	7	43	1620	0.09	0.107	0	0.047	0	25	3.78	0	0	0.041	0	0.103	0	0	0	0	1.6	16.6	0	0	0	0	0	0	0	0	0
332864	Sausage, pork, chorizo, link or ground, cooked, pan-fried	19.3	28.1	9.45	11.7	4.74	2.63	0	0	46.3	37	2.34	30.1	207	435	983	2.19	0.13	0	0.188	25.9	0	1.5	0	0	0.365	0.42	7.06	1.2	0.554	10	1.21	97.1	22.8	0	0	0	0	0	0	0	0	0
333008	Cookies, oatmeal, soft, with raisins	5.79	14.3	4.78	4	4.89	69.6	34.8	3.3	8.85	29	2.28	32.4	111	245	314	0.62	0.141	0	0.755	6	0	2.69	0	0	0.295	0.218	2.11	0.4	0.07	34	0	0	17.1	0	0	0	0	0	0	0	0	0
333281	Tomatoes, canned, red, ripe, diced	0.84	0.5	0	0	0	3.32	2.99	0	94.6	30	0.57	9.8	18	198	125	0.12	0.052	0	0.068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
333374	Fish, haddock, raw	16.3	0.45	0.093	0.057	0.163	0	0	0	83.4	11	0.17	21.1	227	286	213	0.32	0.021	0	0.011	25.9	0	0.45	0.5	0	0.02	0.057	3.36	0.403	0.281	0	1.83	0	0	0	0	0	0	0	0	0	0	0
333476	Fish, pollock, raw	12.3	0.41	0.128	0.073	0.182	0	0	0	86.7	15	0.22	16.1	284	160	333	0.31	0.031	0	0.011	15.9	3	0.49	0.2	0	0.03	0.08	0.653	0.237	0.069	0	1.63	0	0	0.18	0.58	0.62	1.06	1.21	0.4	0.51	0.67	0.28
334194	Fish, tuna, light, canned in water, drained solids	19	0.94	0.224	0.114	0.259	0.08	0	0	79	18	1.67	22.7	137	176	219	0.66	0.048	0	0.019	67.8	0	0	1.2	0	0.03	0.082	9.92	0.148	0.32	0	2.57	0	0	0	0	0	0	0	0	0	0	0
334247	Sugars, granulated	0	0.32	0	0	0	99.6	99.8	0	0.02	1	0.05	0.3	0	2	1	0.01	0.007	0	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
334462	Restaurant, Chinese, sweet and sour pork	8.88	13.6	2.68	3.49	7.05	25.5	10.3	1	50.8	46	3.07	13	133	152	304	1.07	0.06	0	0.173	9.7	29	0.89	0	2.3	0.235	0.103	2.11	0.443	0.17	0	0.19	32.4	29.8	0.102	0.373	0.377	0.707	0.663	0.207	0.343	0.41	0.287
334536	Restaurant, Chinese, fried rice, without meat	3.84	3.19	0.493	0.588	1.13	32.5	0.62	0	59.3	11	0.46	9.7	44	69	361	0.69	0.086	0	0.428	0	22	0	0	0	0	0	0	0	0	0	0	5.5	0	0	0	0	0	0	0	0	0	0
334628	Restaurant, Latino, tamale, pork	7.38	9.04	2.69	3.2	2.03	15.8	0.46	2.4	66	75	0.87	26.2	120	152	473	1.2	0.05	0	0.186	9.8	12	0.53	0	0	0.04	0.05	1.29	0.365	0.132	0	0.12	0	7.9	0.06	0.25	0.245	0.5	0.44	0.165	0.235	0.28	0.175
334720	Restaurant, Latino, pupusas con frijoles (pupusas, bean)	5.59	9.01	2.19	2.95	2.88	31.5	1.3	5.8	52.2	51	1.46	53.6	144	305	305	0.94	0.141	0	0.344	7	0	0.36	0	0	0.077	0.03	0.867	0.303	0.172	0	0	39.6	8.2	0.057	0.22	0.227	0.543	0.303	0.103	0.3	0.267	0.17
746764	Carrots, frozen, unprepared	0.81	0.47	0	0	0.163	7.92	4.2	3.2	90.1	33	0.43	10.8	31	210	66	0.28	0.08	0	0.143	0	0	0.69	0	2.2	0.039	0.047	0.465	0.196	0.088	7	0	0	15	0.007	0.127	0.052	0.066	0.075	0.015	0.042	0.047	0.03
746765	Cheese, dry white, queso seco	24.5	24.3	13.7	5.7	1.06	2.07	0.43	0	42.2	661	0.18	26.7	475	116	1810	3.28	0.027	0	0.018	22.4	226	0.49	1.83	0	0.038	0.23	0.083	0.398	0.091	0	1.7	18.4	7.5	0.31	0.95	1.16	2.29	1.96	0.535	1.17	1.48	0.675
746766	Cheese, ricotta, whole milk	7.81	11	6.97	2.56	0.389	6.86	0	0	72.9	224	0.1	19.7	162	230	105	0.56	0	0	0	5.5	127	0.27	0	0	0.043	0.327	0.168	0.673	0.099	4	0.78	0	3.7	0.115	0.395	0.365	0.785	0.655	0.17	0.27	0.325	0.175
746767	Cheese, swiss	27	31	18.2	7.26	1.14	1.44	0	0	37.6	890	0.13	33.4	574	71	185	4.37	0.047	0	0.027	30.1	292	0.6	0	0	0.011	0.303	0.06	0.352	0.07	9	3.02	13.8	7.7	0	0	0	0	0	0	0	0	0
746768	Figs, dried, uncooked	3.3	0.92	0	0	0	63.9	47.9	9.8	30	162	2.03	67.6	67	680	10	0.66	0.287	0	0.51	0.6	0	0.36	0	1.2	0.085	0.082	0.619	0.434	0.106	9	0	0	15.6	0.019	0.078	0.082	0.116	0.081	0.031	0.069	0.113	0.034
